Rendering_Microseconds, Num_Moxels, Rate
592.000000, 2500, 4222972.972973
624.000000, 2500, 4006410.256410
587.000000, 2500, 4258943.781942
622.000000, 2500, 4019292.604502
624.000000, 2500, 4006410.256410
624.000000, 2500, 4006410.256410
588.000000, 2500, 4251700.680272
623.000000, 2500, 4012841.091493
586.000000, 2500, 4266211.604096
621.000000, 2500, 4025764.895330
582.000000, 2500, 4295532.646048
585.000000, 2500, 4273504.273504
584.000000, 2500, 4280821.917808
579.000000, 2500, 4317789.291883
588.000000, 2500, 4251700.680272
646.000000, 2500, 3869969.040248
554.000000, 2500, 4512635.379061
620.000000, 2500, 4032258.064516
587.000000, 2500, 4258943.781942
585.000000, 2500, 4273504.273504
595.000000, 2500, 4201680.672269
651.000000, 2500, 3840245.775730
552.000000, 2500, 4528985.507246
622.000000, 2500, 4019292.604502
586.000000, 2500, 4266211.604096
615.000000, 2500, 4065040.650407
623.000000, 2500, 4012841.091493
616.000000, 2500, 4058441.558442
615.000000, 2500, 4065040.650407
618.000000, 2500, 4045307.443366
632.000000, 2500, 3955696.202532
584.000000, 2500, 4280821.917808
607.000000, 2500, 4118616.144975
616.000000, 2500, 4058441.558442
556.000000, 2500, 4496402.877698
616.000000, 2500, 4058441.558442
627.000000, 2500, 3987240.829346
614.000000, 2500, 4071661.237785
563.000000, 2500, 4440497.335702
621.000000, 2500, 4025764.895330
627.000000, 2500, 3987240.829346
603.000000, 2500, 4145936.981758
630.000000, 2500, 3968253.968254
602.000000, 2500, 4152823.920266
641.000000, 2500, 3900156.006240
642.000000, 2500, 3894080.996885
648.000000, 2500, 3858024.691358
624.000000, 2500, 4006410.256410
651.000000, 2500, 3840245.775730
627.000000, 2500, 3987240.829346
615.000000, 2500, 4065040.650407
585.000000, 2500, 4273504.273504
621.000000, 2500, 4025764.895330
621.000000, 2500, 4025764.895330
616.000000, 2500, 4058441.558442
614.000000, 2500, 4071661.237785
614.000000, 2500, 4071661.237785
618.000000, 2500, 4045307.443366
617.000000, 2500, 4051863.857374
587.000000, 2500, 4258943.781942
597.000000, 2500, 4187604.690117
620.000000, 2500, 4032258.064516
586.000000, 2500, 4266211.604096
583.000000, 2500, 4288164.665523
583.000000, 2500, 4288164.665523
582.000000, 2500, 4295532.646048
584.000000, 2500, 4280821.917808
582.000000, 2500, 4295532.646048
586.000000, 2500, 4266211.604096
620.000000, 2500, 4032258.064516
624.000000, 2500, 4006410.256410
586.000000, 2500, 4266211.604096
617.000000, 2500, 4051863.857374
616.000000, 2500, 4058441.558442
616.000000, 2500, 4058441.558442
636.000000, 2500, 3930817.610063
577.000000, 2500, 4332755.632582
614.000000, 2500, 4071661.237785
625.000000, 2500, 4000000.000000
623.000000, 2500, 4012841.091493
557.000000, 2500, 4488330.341113
624.000000, 2500, 4006410.256410
633.000000, 2500, 3949447.077409
618.000000, 2500, 4045307.443366
580.000000, 2500, 4310344.827586
614.000000, 2500, 4071661.237785
617.000000, 2500, 4051863.857374
622.000000, 2500, 4019292.604502
624.000000, 2500, 4006410.256410
617.000000, 2500, 4051863.857374
644.000000, 2500, 3881987.577640
581.000000, 2500, 4302925.989673
623.000000, 2500, 4012841.091493
623.000000, 2500, 4012841.091493
586.000000, 2500, 4266211.604096
593.000000, 2500, 4215851.602024
585.000000, 2500, 4273504.273504
585.000000, 2500, 4273504.273504
624.000000, 2500, 4006410.256410
625.000000, 2500, 4000000.000000
592.000000, 2500, 4222972.972973
584.000000, 2500, 4280821.917808
621.000000, 2500, 4025764.895330
616.000000, 2500, 4058441.558442
614.000000, 2500, 4071661.237785
617.000000, 2500, 4051863.857374
603.000000, 2500, 4145936.981758
621.000000, 2500, 4025764.895330
584.000000, 2500, 4280821.917808
624.000000, 2500, 4006410.256410
587.000000, 2500, 4258943.781942
586.000000, 2500, 4266211.604096
623.000000, 2500, 4012841.091493
622.000000, 2500, 4019292.604502
625.000000, 2500, 4000000.000000
622.000000, 2500, 4019292.604502
622.000000, 2500, 4019292.604502
623.000000, 2500, 4012841.091493
586.000000, 2500, 4266211.604096
622.000000, 2500, 4019292.604502
582.000000, 2500, 4295532.646048
640.000000, 2500, 3906250.000000
582.000000, 2500, 4295532.646048
617.000000, 2500, 4051863.857374
612.000000, 2500, 4084967.320261
614.000000, 2500, 4071661.237785
627.000000, 2500, 3987240.829346
585.000000, 2500, 4273504.273504
625.000000, 2500, 4000000.000000
623.000000, 2500, 4012841.091493
614.000000, 2500, 4071661.237785
561.000000, 2500, 4456327.985740
616.000000, 2500, 4058441.558442
614.000000, 2500, 4071661.237785
615.000000, 2500, 4065040.650407
619.000000, 2500, 4038772.213247
619.000000, 2500, 4038772.213247
614.000000, 2500, 4071661.237785
615.000000, 2500, 4065040.650407
614.000000, 2500, 4071661.237785
579.000000, 2500, 4317789.291883
614.000000, 2500, 4071661.237785
627.000000, 2500, 3987240.829346
625.000000, 2500, 4000000.000000
586.000000, 2500, 4266211.604096
622.000000, 2500, 4019292.604502
625.000000, 2500, 4000000.000000
586.000000, 2500, 4266211.604096
620.000000, 2500, 4032258.064516
610.000000, 2500, 4098360.655738
587.000000, 2500, 4258943.781942
623.000000, 2500, 4012841.091493
606.000000, 2500, 4125412.541254
619.000000, 2500, 4038772.213247
589.000000, 2500, 4244482.173175
626.000000, 2500, 3993610.223642
580.000000, 2500, 4310344.827586
599.000000, 2500, 4173622.704508
584.000000, 2500, 4280821.917808
585.000000, 2500, 4273504.273504
587.000000, 2500, 4258943.781942
585.000000, 2500, 4273504.273504
619.000000, 2500, 4038772.213247
616.000000, 2500, 4058441.558442
596.000000, 2500, 4194630.872483
616.000000, 2500, 4058441.558442
615.000000, 2500, 4065040.650407
3349.000000, 10000, 2985965.959988
13908.000000, 10000, 719010.641357
13400.000000, 10000, 746268.656716
4588.000000, 10000, 2179598.953793
4034.000000, 10000, 2478929.102628
721.000000, 10000, 13869625.520111
642.000000, 10000, 15576323.987539
707.000000, 10000, 14144271.570014
753.000000, 10000, 13280212.483400
725.000000, 10000, 13793103.448276
717.000000, 10000, 13947001.394700
829.000000, 10000, 12062726.176116
751.000000, 10000, 13315579.227696
707.000000, 10000, 14144271.570014
608.000000, 10000, 16447368.421053
718.000000, 10000, 13927576.601671
692.000000, 10000, 14450867.052023
662.000000, 10000, 15105740.181269
698.000000, 10000, 14326647.564470
703.000000, 10000, 14224751.066856
695.000000, 10000, 14388489.208633
615.000000, 10000, 16260162.601626
709.000000, 10000, 14104372.355430
708.000000, 10000, 14124293.785311
698.000000, 10000, 14326647.564470
668.000000, 10000, 14970059.880240
702.000000, 10000, 14245014.245014
653.000000, 10000, 15313935.681470
645.000000, 10000, 15503875.968992
622.000000, 10000, 16077170.418006
624.000000, 10000, 16025641.025641
592.000000, 10000, 16891891.891892
700.000000, 10000, 14285714.285714
702.000000, 10000, 14245014.245014
601.000000, 10000, 16638935.108153
707.000000, 10000, 14144271.570014
701.000000, 10000, 14265335.235378
658.000000, 10000, 15197568.389058
754.000000, 10000, 13262599.469496
705.000000, 10000, 14184397.163121
694.000000, 10000, 14409221.902017
610.000000, 10000, 16393442.622951
706.000000, 10000, 14164305.949008
708.000000, 10000, 14124293.785311
673.000000, 10000, 14858841.010401
706.000000, 10000, 14164305.949008
702.000000, 10000, 14245014.245014
704.000000, 10000, 14204545.454545
690.000000, 10000, 14492753.623188
698.000000, 10000, 14326647.564470
704.000000, 10000, 14204545.454545
703.000000, 10000, 14224751.066856
705.000000, 10000, 14184397.163121
692.000000, 10000, 14450867.052023
671.000000, 10000, 14903129.657228
709.000000, 10000, 14104372.355430
695.000000, 10000, 14388489.208633
665.000000, 10000, 15037593.984962
634.000000, 10000, 15772870.662461
867.000000, 10000, 11534025.374856
705.000000, 10000, 14184397.163121
609.000000, 10000, 16420361.247947
702.000000, 10000, 14245014.245014
704.000000, 10000, 14204545.454545
694.000000, 10000, 14409221.902017
702.000000, 10000, 14245014.245014
705.000000, 10000, 14184397.163121
701.000000, 10000, 14265335.235378
721.000000, 10000, 13869625.520111
705.000000, 10000, 14184397.163121
711.000000, 10000, 14064697.609001
706.000000, 10000, 14164305.949008
716.000000, 10000, 13966480.446927
701.000000, 10000, 14265335.235378
722.000000, 10000, 13850415.512465
703.000000, 10000, 14224751.066856
715.000000, 10000, 13986013.986014
724.000000, 10000, 13812154.696133
717.000000, 10000, 13947001.394700
824.000000, 10000, 12135922.330097
705.000000, 10000, 14184397.163121
618.000000, 10000, 16181229.773463
741.000000, 10000, 13495276.653171
720.000000, 10000, 13888888.888889
717.000000, 10000, 13947001.394700
721.000000, 10000, 13869625.520111
696.000000, 10000, 14367816.091954
699.000000, 10000, 14306151.645207
649.000000, 10000, 15408320.493066
697.000000, 10000, 14347202.295552
742.000000, 10000, 13477088.948787
697.000000, 10000, 14347202.295552
696.000000, 10000, 14367816.091954
706.000000, 10000, 14164305.949008
715.000000, 10000, 13986013.986014
697.000000, 10000, 14347202.295552
706.000000, 10000, 14164305.949008
705.000000, 10000, 14184397.163121
699.000000, 10000, 14306151.645207
701.000000, 10000, 14265335.235378
656.000000, 10000, 15243902.439024
785.000000, 10000, 12738853.503185
719.000000, 10000, 13908205.841446
699.000000, 10000, 14306151.645207
691.000000, 10000, 14471780.028944
697.000000, 10000, 14347202.295552
699.000000, 10000, 14306151.645207
700.000000, 10000, 14285714.285714
700.000000, 10000, 14285714.285714
695.000000, 10000, 14388489.208633
698.000000, 10000, 14326647.564470
716.000000, 10000, 13966480.446927
713.000000, 10000, 14025245.441795
702.000000, 10000, 14245014.245014
709.000000, 10000, 14104372.355430
695.000000, 10000, 14388489.208633
722.000000, 10000, 13850415.512465
701.000000, 10000, 14265335.235378
712.000000, 10000, 14044943.820225
717.000000, 10000, 13947001.394700
1692.000000, 10000, 5910165.484634
1377.000000, 10000, 7262164.124909
1518.000000, 10000, 6587615.283267
1228.000000, 10000, 8143322.475570
1138.000000, 10000, 8787346.221441
993.000000, 10000, 10070493.454179
864.000000, 10000, 11574074.074074
812.000000, 10000, 12315270.935961
733.000000, 10000, 13642564.802183
1036.000000, 10000, 9652509.652510
706.000000, 10000, 14164305.949008
709.000000, 10000, 14104372.355430
720.000000, 10000, 13888888.888889
717.000000, 10000, 13947001.394700
711.000000, 10000, 14064697.609001
721.000000, 10000, 13869625.520111
667.000000, 10000, 14992503.748126
640.000000, 10000, 15625000.000000
585.000000, 10000, 17094017.094017
662.000000, 10000, 15105740.181269
624.000000, 10000, 16025641.025641
646.000000, 10000, 15479876.160991
624.000000, 10000, 16025641.025641
642.000000, 10000, 15576323.987539
644.000000, 10000, 15527950.310559
648.000000, 10000, 15432098.765432
592.000000, 10000, 16891891.891892
673.000000, 10000, 14858841.010401
643.000000, 10000, 15552099.533437
646.000000, 10000, 15479876.160991
644.000000, 10000, 15527950.310559
653.000000, 10000, 15313935.681470
559.000000, 10000, 17889087.656530
647.000000, 10000, 15455950.540958
643.000000, 10000, 15552099.533437
649.000000, 10000, 15408320.493066
606.000000, 10000, 16501650.165017
649.000000, 10000, 15408320.493066
643.000000, 10000, 15552099.533437
642.000000, 10000, 15576323.987539
641.000000, 10000, 15600624.024961
645.000000, 10000, 15503875.968992
643.000000, 10000, 15552099.533437
651.000000, 10000, 15360983.102919
626.000000, 10000, 15974440.894569
652.000000, 10000, 15337423.312883
649.000000, 10000, 15408320.493066
647.000000, 10000, 15455950.540958
697.000000, 10000, 14347202.295552
614.000000, 10000, 16286644.951140
671.000000, 10000, 14903129.657228
651.000000, 10000, 15360983.102919
649.000000, 10000, 15408320.493066
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
593.000000, 10000, 16863406.408094
570.000000, 10000, 17543859.649123
653.000000, 10000, 15313935.681470
649.000000, 10000, 15408320.493066
646.000000, 10000, 15479876.160991
648.000000, 10000, 15432098.765432
645.000000, 10000, 15503875.968992
644.000000, 10000, 15527950.310559
695.000000, 10000, 14388489.208633
645.000000, 10000, 15503875.968992
642.000000, 10000, 15576323.987539
648.000000, 10000, 15432098.765432
644.000000, 10000, 15527950.310559
697.000000, 10000, 14347202.295552
647.000000, 10000, 15455950.540958
640.000000, 10000, 15625000.000000
566.000000, 10000, 17667844.522968
656.000000, 10000, 15243902.439024
669.000000, 10000, 14947683.109118
643.000000, 10000, 15552099.533437
646.000000, 10000, 15479876.160991
652.000000, 10000, 15337423.312883
647.000000, 10000, 15455950.540958
649.000000, 10000, 15408320.493066
585.000000, 10000, 17094017.094017
649.000000, 10000, 15408320.493066
667.000000, 10000, 14992503.748126
648.000000, 10000, 15432098.765432
662.000000, 10000, 15105740.181269
645.000000, 10000, 15503875.968992
652.000000, 10000, 15337423.312883
646.000000, 10000, 15479876.160991
649.000000, 10000, 15408320.493066
663.000000, 10000, 15082956.259427
650.000000, 10000, 15384615.384615
646.000000, 10000, 15479876.160991
704.000000, 10000, 14204545.454545
650.000000, 10000, 15384615.384615
647.000000, 10000, 15455950.540958
651.000000, 10000, 15360983.102919
646.000000, 10000, 15479876.160991
677.000000, 10000, 14771048.744461
647.000000, 10000, 15455950.540958
646.000000, 10000, 15479876.160991
587.000000, 10000, 17035775.127768
648.000000, 10000, 15432098.765432
647.000000, 10000, 15455950.540958
647.000000, 10000, 15455950.540958
649.000000, 10000, 15408320.493066
649.000000, 10000, 15408320.493066
647.000000, 10000, 15455950.540958
645.000000, 10000, 15503875.968992
654.000000, 10000, 15290519.877676
647.000000, 10000, 15455950.540958
656.000000, 10000, 15243902.439024
653.000000, 10000, 15313935.681470
646.000000, 10000, 15479876.160991
647.000000, 10000, 15455950.540958
643.000000, 10000, 15552099.533437
644.000000, 10000, 15527950.310559
642.000000, 10000, 15576323.987539
644.000000, 10000, 15527950.310559
655.000000, 10000, 15267175.572519
649.000000, 10000, 15408320.493066
606.000000, 10000, 16501650.165017
678.000000, 10000, 14749262.536873
647.000000, 10000, 15455950.540958
645.000000, 10000, 15503875.968992
669.000000, 10000, 14947683.109118
648.000000, 10000, 15432098.765432
646.000000, 10000, 15479876.160991
699.000000, 10000, 14306151.645207
703.000000, 10000, 14224751.066856
648.000000, 10000, 15432098.765432
649.000000, 10000, 15408320.493066
649.000000, 10000, 15408320.493066
648.000000, 10000, 15432098.765432
646.000000, 10000, 15479876.160991
643.000000, 10000, 15552099.533437
642.000000, 10000, 15576323.987539
646.000000, 10000, 15479876.160991
645.000000, 10000, 15503875.968992
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
647.000000, 10000, 15455950.540958
646.000000, 10000, 15479876.160991
646.000000, 10000, 15479876.160991
645.000000, 10000, 15503875.968992
595.000000, 10000, 16806722.689076
677.000000, 10000, 14771048.744461
647.000000, 10000, 15455950.540958
647.000000, 10000, 15455950.540958
654.000000, 10000, 15290519.877676
647.000000, 10000, 15455950.540958
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
669.000000, 10000, 14947683.109118
649.000000, 10000, 15408320.493066
642.000000, 10000, 15576323.987539
640.000000, 10000, 15625000.000000
641.000000, 10000, 15600624.024961
645.000000, 10000, 15503875.968992
655.000000, 10000, 15267175.572519
660.000000, 10000, 15151515.151515
696.000000, 10000, 14367816.091954
650.000000, 10000, 15384615.384615
556.000000, 10000, 17985611.510791
649.000000, 10000, 15408320.493066
649.000000, 10000, 15408320.493066
668.000000, 10000, 14970059.880240
647.000000, 10000, 15455950.540958
647.000000, 10000, 15455950.540958
649.000000, 10000, 15408320.493066
728.000000, 10000, 13736263.736264
657.000000, 10000, 15220700.152207
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
650.000000, 10000, 15384615.384615
650.000000, 10000, 15384615.384615
644.000000, 10000, 15527950.310559
652.000000, 10000, 15337423.312883
647.000000, 10000, 15455950.540958
651.000000, 10000, 15360983.102919
647.000000, 10000, 15455950.540958
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
649.000000, 10000, 15408320.493066
673.000000, 10000, 14858841.010401
671.000000, 10000, 14903129.657228
673.000000, 10000, 14858841.010401
650.000000, 10000, 15384615.384615
667.000000, 10000, 14992503.748126
647.000000, 10000, 15455950.540958
685.000000, 10000, 14598540.145985
647.000000, 10000, 15455950.540958
666.000000, 10000, 15015015.015015
674.000000, 10000, 14836795.252226
650.000000, 10000, 15384615.384615
662.000000, 10000, 15105740.181269
646.000000, 10000, 15479876.160991
650.000000, 10000, 15384615.384615
645.000000, 10000, 15503875.968992
648.000000, 10000, 15432098.765432
642.000000, 10000, 15576323.987539
643.000000, 10000, 15552099.533437
696.000000, 10000, 14367816.091954
644.000000, 10000, 15527950.310559
642.000000, 10000, 15576323.987539
642.000000, 10000, 15576323.987539
641.000000, 10000, 15600624.024961
643.000000, 10000, 15552099.533437
653.000000, 10000, 15313935.681470
649.000000, 10000, 15408320.493066
650.000000, 10000, 15384615.384615
648.000000, 10000, 15432098.765432
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
644.000000, 10000, 15527950.310559
616.000000, 10000, 16233766.233766
664.000000, 10000, 15060240.963855
671.000000, 10000, 14903129.657228
680.000000, 10000, 14705882.352941
812.000000, 10000, 12315270.935961
646.000000, 10000, 15479876.160991
652.000000, 10000, 15337423.312883
646.000000, 10000, 15479876.160991
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
645.000000, 10000, 15503875.968992
648.000000, 10000, 15432098.765432
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
644.000000, 10000, 15527950.310559
646.000000, 10000, 15479876.160991
649.000000, 10000, 15408320.493066
1462.000000, 10000, 6839945.280438
1387.000000, 10000, 7209805.335256
1237.000000, 10000, 8084074.373484
1210.000000, 10000, 8264462.809917
1389.000000, 10000, 7199424.046076
1123.000000, 10000, 8904719.501336
1213.000000, 10000, 8244023.083265
1386.000000, 10000, 7215007.215007
632.000000, 10000, 15822784.810127
804.000000, 10000, 12437810.945274
679.000000, 10000, 14727540.500736
821.000000, 10000, 12180267.965895
675.000000, 10000, 14814814.814815
676.000000, 10000, 14792899.408284
679.000000, 10000, 14727540.500736
663.000000, 10000, 15082956.259427
683.000000, 10000, 14641288.433382
630.000000, 10000, 15873015.873016
647.000000, 10000, 15455950.540958
660.000000, 10000, 15151515.151515
642.000000, 10000, 15576323.987539
650.000000, 10000, 15384615.384615
649.000000, 10000, 15408320.493066
644.000000, 10000, 15527950.310559
645.000000, 10000, 15503875.968992
647.000000, 10000, 15455950.540958
661.000000, 10000, 15128593.040847
663.000000, 10000, 15082956.259427
645.000000, 10000, 15503875.968992
649.000000, 10000, 15408320.493066
647.000000, 10000, 15455950.540958
662.000000, 10000, 15105740.181269
647.000000, 10000, 15455950.540958
648.000000, 10000, 15432098.765432
608.000000, 10000, 16447368.421053
683.000000, 10000, 14641288.433382
645.000000, 10000, 15503875.968992
644.000000, 10000, 15527950.310559
642.000000, 10000, 15576323.987539
656.000000, 10000, 15243902.439024
642.000000, 10000, 15576323.987539
644.000000, 10000, 15527950.310559
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
680.000000, 10000, 14705882.352941
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
664.000000, 10000, 15060240.963855
649.000000, 10000, 15408320.493066
648.000000, 10000, 15432098.765432
647.000000, 10000, 15455950.540958
664.000000, 10000, 15060240.963855
648.000000, 10000, 15432098.765432
649.000000, 10000, 15408320.493066
665.000000, 10000, 15037593.984962
665.000000, 10000, 15037593.984962
647.000000, 10000, 15455950.540958
648.000000, 10000, 15432098.765432
649.000000, 10000, 15408320.493066
661.000000, 10000, 15128593.040847
597.000000, 10000, 16750418.760469
673.000000, 10000, 14858841.010401
641.000000, 10000, 15600624.024961
651.000000, 10000, 15360983.102919
643.000000, 10000, 15552099.533437
586.000000, 10000, 17064846.416382
645.000000, 10000, 15503875.968992
564.000000, 10000, 17730496.453901
642.000000, 10000, 15576323.987539
644.000000, 10000, 15527950.310559
661.000000, 10000, 15128593.040847
636.000000, 10000, 15723270.440252
644.000000, 10000, 15527950.310559
656.000000, 10000, 15243902.439024
642.000000, 10000, 15576323.987539
622.000000, 10000, 16077170.418006
646.000000, 10000, 15479876.160991
644.000000, 10000, 15527950.310559
565.000000, 10000, 17699115.044248
621.000000, 10000, 16103059.581320
644.000000, 10000, 15527950.310559
643.000000, 10000, 15552099.533437
645.000000, 10000, 15503875.968992
646.000000, 10000, 15479876.160991
641.000000, 10000, 15600624.024961
565.000000, 10000, 17699115.044248
651.000000, 10000, 15360983.102919
676.000000, 10000, 14792899.408284
642.000000, 10000, 15576323.987539
643.000000, 10000, 15552099.533437
657.000000, 10000, 15220700.152207
608.000000, 10000, 16447368.421053
612.000000, 10000, 16339869.281046
646.000000, 10000, 15479876.160991
647.000000, 10000, 15455950.540958
650.000000, 10000, 15384615.384615
650.000000, 10000, 15384615.384615
645.000000, 10000, 15503875.968992
673.000000, 10000, 14858841.010401
664.000000, 10000, 15060240.963855
631.000000, 10000, 15847860.538827
668.000000, 10000, 14970059.880240
648.000000, 10000, 15432098.765432
658.000000, 10000, 15197568.389058
648.000000, 10000, 15432098.765432
651.000000, 10000, 15360983.102919
646.000000, 10000, 15479876.160991
650.000000, 10000, 15384615.384615
647.000000, 10000, 15455950.540958
644.000000, 10000, 15527950.310559
643.000000, 10000, 15552099.533437
662.000000, 10000, 15105740.181269
643.000000, 10000, 15552099.533437
597.000000, 10000, 16750418.760469
667.000000, 10000, 14992503.748126
651.000000, 10000, 15360983.102919
643.000000, 10000, 15552099.533437
661.000000, 10000, 15128593.040847
658.000000, 10000, 15197568.389058
645.000000, 10000, 15503875.968992
539.000000, 10000, 18552875.695733
647.000000, 10000, 15455950.540958
648.000000, 10000, 15432098.765432
654.000000, 10000, 15290519.877676
647.000000, 10000, 15455950.540958
648.000000, 10000, 15432098.765432
650.000000, 10000, 15384615.384615
643.000000, 10000, 15552099.533437
650.000000, 10000, 15384615.384615
666.000000, 10000, 15015015.015015
647.000000, 10000, 15455950.540958
645.000000, 10000, 15503875.968992
651.000000, 10000, 15360983.102919
675.000000, 10000, 14814814.814815
650.000000, 10000, 15384615.384615
650.000000, 10000, 15384615.384615
666.000000, 10000, 15015015.015015
652.000000, 10000, 15337423.312883
655.000000, 10000, 15267175.572519
649.000000, 10000, 15408320.493066
594.000000, 10000, 16835016.835017
673.000000, 10000, 14858841.010401
651.000000, 10000, 15360983.102919
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
586.000000, 10000, 17064846.416382
647.000000, 10000, 15455950.540958
559.000000, 10000, 17889087.656530
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
648.000000, 10000, 15432098.765432
556.000000, 10000, 17985611.510791
646.000000, 10000, 15479876.160991
688.000000, 10000, 14534883.720930
559.000000, 10000, 17889087.656530
559.000000, 10000, 17889087.656530
646.000000, 10000, 15479876.160991
650.000000, 10000, 15384615.384615
649.000000, 10000, 15408320.493066
650.000000, 10000, 15384615.384615
647.000000, 10000, 15455950.540958
669.000000, 10000, 14947683.109118
653.000000, 10000, 15313935.681470
586.000000, 10000, 17064846.416382
646.000000, 10000, 15479876.160991
560.000000, 10000, 17857142.857143
608.000000, 10000, 16447368.421053
631.000000, 10000, 15847860.538827
653.000000, 10000, 15313935.681470
703.000000, 10000, 14224751.066856
651.000000, 10000, 15360983.102919
674.000000, 10000, 14836795.252226
667.000000, 10000, 14992503.748126
550.000000, 10000, 18181818.181818
597.000000, 10000, 16750418.760469
680.000000, 10000, 14705882.352941
643.000000, 10000, 15552099.533437
643.000000, 10000, 15552099.533437
641.000000, 10000, 15600624.024961
640.000000, 10000, 15625000.000000
693.000000, 10000, 14430014.430014
646.000000, 10000, 15479876.160991
643.000000, 10000, 15552099.533437
581.000000, 10000, 17211703.958692
642.000000, 10000, 15576323.987539
699.000000, 10000, 14306151.645207
641.000000, 10000, 15600624.024961
660.000000, 10000, 15151515.151515
665.000000, 10000, 15037593.984962
641.000000, 10000, 15600624.024961
651.000000, 10000, 15360983.102919
651.000000, 10000, 15360983.102919
649.000000, 10000, 15408320.493066
648.000000, 10000, 15432098.765432
575.000000, 10000, 17391304.347826
676.000000, 10000, 14792899.408284
648.000000, 10000, 15432098.765432
686.000000, 10000, 14577259.475219
648.000000, 10000, 15432098.765432
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
650.000000, 10000, 15384615.384615
651.000000, 10000, 15360983.102919
650.000000, 10000, 15384615.384615
649.000000, 10000, 15408320.493066
662.000000, 10000, 15105740.181269
650.000000, 10000, 15384615.384615
649.000000, 10000, 15408320.493066
646.000000, 10000, 15479876.160991
644.000000, 10000, 15527950.310559
642.000000, 10000, 15576323.987539
640.000000, 10000, 15625000.000000
639.000000, 10000, 15649452.269171
646.000000, 10000, 15479876.160991
645.000000, 10000, 15503875.968992
564.000000, 10000, 17730496.453901
641.000000, 10000, 15600624.024961
641.000000, 10000, 15600624.024961
642.000000, 10000, 15576323.987539
680.000000, 10000, 14705882.352941
644.000000, 10000, 15527950.310559
656.000000, 10000, 15243902.439024
659.000000, 10000, 15174506.828528
596.000000, 10000, 16778523.489933
672.000000, 10000, 14880952.380952
652.000000, 10000, 15337423.312883
640.000000, 10000, 15625000.000000
643.000000, 10000, 15552099.533437
643.000000, 10000, 15552099.533437
643.000000, 10000, 15552099.533437
644.000000, 10000, 15527950.310559
643.000000, 10000, 15552099.533437
692.000000, 10000, 14450867.052023
645.000000, 10000, 15503875.968992
1497.000000, 10000, 6680026.720107
1210.000000, 10000, 8264462.809917
1367.000000, 10000, 7315288.953914
1350.000000, 10000, 7407407.407407
1228.000000, 10000, 8143322.475570
1202.000000, 10000, 8319467.554077
1093.000000, 10000, 9149130.832571
935.000000, 10000, 10695187.165775
928.000000, 10000, 10775862.068966
936.000000, 10000, 10683760.683761
832.000000, 10000, 12019230.769231
1113.000000, 10000, 8984725.965858
666.000000, 10000, 15015015.015015
681.000000, 10000, 14684287.812041
650.000000, 10000, 15384615.384615
644.000000, 10000, 15527950.310559
647.000000, 10000, 15455950.540958
643.000000, 10000, 15552099.533437
645.000000, 10000, 15503875.968992
671.000000, 10000, 14903129.657228
653.000000, 10000, 15313935.681470
646.000000, 10000, 15479876.160991
648.000000, 10000, 15432098.765432
647.000000, 10000, 15455950.540958
649.000000, 10000, 15408320.493066
643.000000, 10000, 15552099.533437
643.000000, 10000, 15552099.533437
672.000000, 10000, 14880952.380952
642.000000, 10000, 15576323.987539
803.000000, 10000, 12453300.124533
641.000000, 10000, 15600624.024961
651.000000, 10000, 15360983.102919
644.000000, 10000, 15527950.310559
562.000000, 10000, 17793594.306050
643.000000, 10000, 15552099.533437
645.000000, 10000, 15503875.968992
653.000000, 10000, 15313935.681470
642.000000, 10000, 15576323.987539
662.000000, 10000, 15105740.181269
646.000000, 10000, 15479876.160991
644.000000, 10000, 15527950.310559
644.000000, 10000, 15527950.310559
653.000000, 10000, 15313935.681470
643.000000, 10000, 15552099.533437
652.000000, 10000, 15337423.312883
645.000000, 10000, 15503875.968992
641.000000, 10000, 15600624.024961
747.000000, 10000, 13386880.856760
700.000000, 10000, 14285714.285714
587.000000, 10000, 17035775.127768
649.000000, 10000, 15408320.493066
560.000000, 10000, 17857142.857143
654.000000, 10000, 15290519.877676
646.000000, 10000, 15479876.160991
640.000000, 10000, 15625000.000000
659.000000, 10000, 15174506.828528
641.000000, 10000, 15600624.024961
658.000000, 10000, 15197568.389058
642.000000, 10000, 15576323.987539
646.000000, 10000, 15479876.160991
643.000000, 10000, 15552099.533437
642.000000, 10000, 15576323.987539
642.000000, 10000, 15576323.987539
