Rendering_Microseconds, Num_Moxels, Rate
672.000000, 100, 148809.523810
659.000000, 100, 151745.068285
673.000000, 100, 148588.410104
673.000000, 100, 148588.410104
679.000000, 100, 147275.405007
673.000000, 100, 148588.410104
679.000000, 100, 147275.405007
672.000000, 100, 148809.523810
675.000000, 100, 148148.148148
667.000000, 100, 149925.037481
671.000000, 100, 149031.296572
672.000000, 100, 148809.523810
669.000000, 100, 149476.831091
682.000000, 100, 146627.565982
674.000000, 100, 148367.952522
582.000000, 100, 171821.305842
678.000000, 100, 147492.625369
663.000000, 100, 150829.562594
674.000000, 100, 148367.952522
670.000000, 100, 149253.731343
673.000000, 100, 148588.410104
671.000000, 100, 149031.296572
669.000000, 100, 149476.831091
676.000000, 100, 147928.994083
671.000000, 100, 149031.296572
617.000000, 100, 162074.554295
667.000000, 100, 149925.037481
680.000000, 100, 147058.823529
666.000000, 100, 150150.150150
684.000000, 100, 146198.830409
676.000000, 100, 147928.994083
671.000000, 100, 149031.296572
675.000000, 100, 148148.148148
674.000000, 100, 148367.952522
625.000000, 100, 160000.000000
677.000000, 100, 147710.487445
675.000000, 100, 148148.148148
667.000000, 100, 149925.037481
618.000000, 100, 161812.297735
674.000000, 100, 148367.952522
668.000000, 100, 149700.598802
670.000000, 100, 149253.731343
662.000000, 100, 151057.401813
675.000000, 100, 148148.148148
672.000000, 100, 148809.523810
694.000000, 100, 144092.219020
691.000000, 100, 144717.800289
696.000000, 100, 143678.160920
673.000000, 100, 148588.410104
665.000000, 100, 150375.939850
671.000000, 100, 149031.296572
666.000000, 100, 150150.150150
661.000000, 100, 151285.930408
664.000000, 100, 150602.409639
665.000000, 100, 150375.939850
658.000000, 100, 151975.683891
689.000000, 100, 145137.880987
666.000000, 100, 150150.150150
687.000000, 100, 145560.407569
672.000000, 100, 148809.523810
672.000000, 100, 148809.523810
679.000000, 100, 147275.405007
675.000000, 100, 148148.148148
671.000000, 100, 149031.296572
702.000000, 100, 142450.142450
664.000000, 100, 150602.409639
579.000000, 100, 172711.571675
666.000000, 100, 150150.150150
665.000000, 100, 150375.939850
667.000000, 100, 149925.037481
661.000000, 100, 151285.930408
666.000000, 100, 150150.150150
664.000000, 100, 150602.409639
680.000000, 100, 147058.823529
666.000000, 100, 150150.150150
710.000000, 100, 140845.070423
674.000000, 100, 148367.952522
672.000000, 100, 148809.523810
668.000000, 100, 149700.598802
664.000000, 100, 150602.409639
664.000000, 100, 150602.409639
656.000000, 100, 152439.024390
689.000000, 100, 145137.880987
662.000000, 100, 151057.401813
624.000000, 100, 160256.410256
664.000000, 100, 150602.409639
665.000000, 100, 150375.939850
665.000000, 100, 150375.939850
663.000000, 100, 150829.562594
655.000000, 100, 152671.755725
687.000000, 100, 145560.407569
664.000000, 100, 150602.409639
669.000000, 100, 149476.831091
662.000000, 100, 151057.401813
681.000000, 100, 146842.878120
673.000000, 100, 148588.410104
666.000000, 100, 150150.150150
660.000000, 100, 151515.151515
680.000000, 100, 147058.823529
693.000000, 100, 144300.144300
664.000000, 100, 150602.409639
661.000000, 100, 151285.930408
677.000000, 100, 147710.487445
671.000000, 100, 149031.296572
675.000000, 100, 148148.148148
669.000000, 100, 149476.831091
672.000000, 100, 148809.523810
699.000000, 100, 143061.516452
669.000000, 100, 149476.831091
665.000000, 100, 150375.939850
643.000000, 100, 155520.995334
687.000000, 100, 145560.407569
690.000000, 100, 144927.536232
671.000000, 100, 149031.296572
678.000000, 100, 147492.625369
677.000000, 100, 147710.487445
673.000000, 100, 148588.410104
594.000000, 100, 168350.168350
634.000000, 100, 157728.706625
493.000000, 100, 202839.756592
505.000000, 100, 198019.801980
539.000000, 100, 185528.756957
523.000000, 100, 191204.588910
613.000000, 100, 163132.137031
569.000000, 100, 175746.924429
550.000000, 100, 181818.181818
555.000000, 100, 180180.180180
1598.000000, 100, 62578.222778
16870.000000, 100, 5927.682276
20119.000000, 100, 4970.425966
610.000000, 100, 163934.426230
20474.000000, 100, 4884.243431
3997.000000, 100, 25018.764073
20884.000000, 100, 4788.354721
4086.000000, 100, 24473.813020
21451.000000, 100, 4661.787329
4463.000000, 100, 22406.453058
20226.000000, 100, 4944.131316
22172.000000, 100, 4510.193036
545.000000, 100, 183486.238532
21195.000000, 100, 4718.093890
5813.000000, 100, 17202.821263
22021.000000, 100, 4541.119840
6166.000000, 100, 16217.969510
22756.000000, 100, 4394.445421
23701.000000, 100, 4219.231256
644.000000, 100, 155279.503106
6003.000000, 100, 16658.337498
606.000000, 100, 165016.501650
6388.000000, 100, 15654.351910
619.000000, 100, 161550.888530
6880.000000, 100, 14534.883721
574.000000, 100, 174216.027875
8071.000000, 100, 12390.038409
617.000000, 100, 162074.554295
7843.000000, 100, 12750.223129
610.000000, 100, 163934.426230
8174.000000, 100, 12233.912405
619.000000, 100, 161550.888530
624.000000, 100, 160256.410256
558.000000, 100, 179211.469534
618.000000, 100, 161812.297735
10168.000000, 100, 9834.775767
621.000000, 100, 161030.595813
10740.000000, 100, 9310.986965
609.000000, 100, 164203.612479
11570.000000, 100, 8643.042351
608.000000, 100, 164473.684211
616.000000, 100, 162337.662338
613.000000, 100, 163132.137031
620.000000, 100, 161290.322581
687.000000, 100, 145560.407569
617.000000, 100, 162074.554295
625.000000, 100, 160000.000000
633.000000, 100, 157977.883096
628.000000, 100, 159235.668790
623.000000, 100, 160513.643660
625.000000, 100, 160000.000000
595.000000, 100, 168067.226891
624.000000, 100, 160256.410256
638.000000, 100, 156739.811912
606.000000, 100, 165016.501650
604.000000, 100, 165562.913907
618.000000, 100, 161812.297735
624.000000, 100, 160256.410256
608.000000, 100, 164473.684211
676.000000, 100, 147928.994083
610.000000, 100, 163934.426230
616.000000, 100, 162337.662338
608.000000, 100, 164473.684211
673.000000, 100, 148588.410104
583.000000, 100, 171526.586621
620.000000, 100, 161290.322581
584.000000, 100, 171232.876712
605.000000, 100, 165289.256198
634.000000, 100, 157728.706625
619.000000, 100, 161550.888530
617.000000, 100, 162074.554295
574.000000, 100, 174216.027875
562.000000, 100, 177935.943060
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
619.000000, 100, 161550.888530
614.000000, 100, 162866.449511
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
614.000000, 100, 162866.449511
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
615.000000, 100, 162601.626016
619.000000, 100, 161550.888530
610.000000, 100, 163934.426230
606.000000, 100, 165016.501650
618.000000, 100, 161812.297735
614.000000, 100, 162866.449511
534.000000, 100, 187265.917603
617.000000, 100, 162074.554295
632.000000, 100, 158227.848101
616.000000, 100, 162337.662338
661.000000, 100, 151285.930408
567.000000, 100, 176366.843034
640.000000, 100, 156250.000000
616.000000, 100, 162337.662338
568.000000, 100, 176056.338028
648.000000, 100, 154320.987654
579.000000, 100, 172711.571675
621.000000, 100, 161030.595813
607.000000, 100, 164744.645799
630.000000, 100, 158730.158730
624.000000, 100, 160256.410256
608.000000, 100, 164473.684211
618.000000, 100, 161812.297735
610.000000, 100, 163934.426230
617.000000, 100, 162074.554295
615.000000, 100, 162601.626016
614.000000, 100, 162866.449511
613.000000, 100, 163132.137031
617.000000, 100, 162074.554295
611.000000, 100, 163666.121113
607.000000, 100, 164744.645799
608.000000, 100, 164473.684211
608.000000, 100, 164473.684211
620.000000, 100, 161290.322581
614.000000, 100, 162866.449511
573.000000, 100, 174520.069808
572.000000, 100, 174825.174825
623.000000, 100, 160513.643660
613.000000, 100, 163132.137031
615.000000, 100, 162601.626016
637.000000, 100, 156985.871272
616.000000, 100, 162337.662338
618.000000, 100, 161812.297735
568.000000, 100, 176056.338028
641.000000, 100, 156006.240250
611.000000, 100, 163666.121113
611.000000, 100, 163666.121113
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
620.000000, 100, 161290.322581
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
617.000000, 100, 162074.554295
614.000000, 100, 162866.449511
624.000000, 100, 160256.410256
644.000000, 100, 155279.503106
596.000000, 100, 167785.234899
618.000000, 100, 161812.297735
615.000000, 100, 162601.626016
773.000000, 100, 129366.106080
617.000000, 100, 162074.554295
582.000000, 100, 171821.305842
617.000000, 100, 162074.554295
622.000000, 100, 160771.704180
588.000000, 100, 170068.027211
612.000000, 100, 163398.692810
605.000000, 100, 165289.256198
609.000000, 100, 164203.612479
585.000000, 100, 170940.170940
618.000000, 100, 161812.297735
634.000000, 100, 157728.706625
621.000000, 100, 161030.595813
614.000000, 100, 162866.449511
638.000000, 100, 156739.811912
762.000000, 100, 131233.595801
607.000000, 100, 164744.645799
620.000000, 100, 161290.322581
612.000000, 100, 163398.692810
607.000000, 100, 164744.645799
608.000000, 100, 164473.684211
608.000000, 100, 164473.684211
613.000000, 100, 163132.137031
608.000000, 100, 164473.684211
620.000000, 100, 161290.322581
614.000000, 100, 162866.449511
614.000000, 100, 162866.449511
623.000000, 100, 160513.643660
616.000000, 100, 162337.662338
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
609.000000, 100, 164203.612479
667.000000, 100, 149925.037481
608.000000, 100, 164473.684211
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
627.000000, 100, 159489.633174
605.000000, 100, 165289.256198
605.000000, 100, 165289.256198
606.000000, 100, 165016.501650
605.000000, 100, 165289.256198
624.000000, 100, 160256.410256
607.000000, 100, 164744.645799
610.000000, 100, 163934.426230
555.000000, 100, 180180.180180
633.000000, 100, 157977.883096
619.000000, 100, 161550.888530
604.000000, 100, 165562.913907
621.000000, 100, 161030.595813
609.000000, 100, 164203.612479
603.000000, 100, 165837.479270
585.000000, 100, 170940.170940
618.000000, 100, 161812.297735
606.000000, 100, 165016.501650
614.000000, 100, 162866.449511
610.000000, 100, 163934.426230
621.000000, 100, 161030.595813
605.000000, 100, 165289.256198
572.000000, 100, 174825.174825
620.000000, 100, 161290.322581
617.000000, 100, 162074.554295
620.000000, 100, 161290.322581
627.000000, 100, 159489.633174
617.000000, 100, 162074.554295
626.000000, 100, 159744.408946
616.000000, 100, 162337.662338
609.000000, 100, 164203.612479
620.000000, 100, 161290.322581
621.000000, 100, 161030.595813
647.000000, 100, 154559.505410
639.000000, 100, 156494.522692
597.000000, 100, 167504.187605
615.000000, 100, 162601.626016
609.000000, 100, 164203.612479
618.000000, 100, 161812.297735
608.000000, 100, 164473.684211
605.000000, 100, 165289.256198
633.000000, 100, 157977.883096
605.000000, 100, 165289.256198
606.000000, 100, 165016.501650
607.000000, 100, 164744.645799
607.000000, 100, 164744.645799
611.000000, 100, 163666.121113
605.000000, 100, 165289.256198
612.000000, 100, 163398.692810
607.000000, 100, 164744.645799
619.000000, 100, 161550.888530
610.000000, 100, 163934.426230
609.000000, 100, 164203.612479
611.000000, 100, 163666.121113
621.000000, 100, 161030.595813
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
629.000000, 100, 158982.511924
632.000000, 100, 158227.848101
618.000000, 100, 161812.297735
620.000000, 100, 161290.322581
616.000000, 100, 162337.662338
594.000000, 100, 168350.168350
616.000000, 100, 162337.662338
621.000000, 100, 161030.595813
619.000000, 100, 161550.888530
634.000000, 100, 157728.706625
617.000000, 100, 162074.554295
615.000000, 100, 162601.626016
618.000000, 100, 161812.297735
632.000000, 100, 158227.848101
609.000000, 100, 164203.612479
715.000000, 100, 139860.139860
638.000000, 100, 156739.811912
587.000000, 100, 170357.751278
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
631.000000, 100, 158478.605388
608.000000, 100, 164473.684211
609.000000, 100, 164203.612479
626.000000, 100, 159744.408946
616.000000, 100, 162337.662338
607.000000, 100, 164744.645799
603.000000, 100, 165837.479270
607.000000, 100, 164744.645799
615.000000, 100, 162601.626016
604.000000, 100, 165562.913907
607.000000, 100, 164744.645799
620.000000, 100, 161290.322581
626.000000, 100, 159744.408946
618.000000, 100, 161812.297735
630.000000, 100, 158730.158730
616.000000, 100, 162337.662338
624.000000, 100, 160256.410256
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
607.000000, 100, 164744.645799
771.000000, 100, 129701.686122
618.000000, 100, 161812.297735
615.000000, 100, 162601.626016
620.000000, 100, 161290.322581
587.000000, 100, 170357.751278
765.000000, 100, 130718.954248
616.000000, 100, 162337.662338
571.000000, 100, 175131.348511
609.000000, 100, 164203.612479
641.000000, 100, 156006.240250
638.000000, 100, 156739.811912
588.000000, 100, 170068.027211
537.000000, 100, 186219.739292
615.000000, 100, 162601.626016
613.000000, 100, 163132.137031
614.000000, 100, 162866.449511
3176.000000, 100, 31486.146096
559.000000, 100, 178890.876565
617.000000, 100, 162074.554295
614.000000, 100, 162866.449511
624.000000, 100, 160256.410256
619.000000, 100, 161550.888530
616.000000, 100, 162337.662338
617.000000, 100, 162074.554295
617.000000, 100, 162074.554295
619.000000, 100, 161550.888530
615.000000, 100, 162601.626016
619.000000, 100, 161550.888530
616.000000, 100, 162337.662338
620.000000, 100, 161290.322581
613.000000, 100, 163132.137031
618.000000, 100, 161812.297735
586.000000, 100, 170648.464164
616.000000, 100, 162337.662338
614.000000, 100, 162866.449511
618.000000, 100, 161812.297735
615.000000, 100, 162601.626016
615.000000, 100, 162601.626016
614.000000, 100, 162866.449511
614.000000, 100, 162866.449511
762.000000, 100, 131233.595801
643.000000, 100, 155520.995334
615.000000, 100, 162601.626016
613.000000, 100, 163132.137031
617.000000, 100, 162074.554295
619.000000, 100, 161550.888530
616.000000, 100, 162337.662338
613.000000, 100, 163132.137031
635.000000, 100, 157480.314961
639.000000, 100, 156494.522692
595.000000, 100, 168067.226891
586.000000, 100, 170648.464164
639.000000, 100, 156494.522692
640.000000, 100, 156250.000000
642.000000, 100, 155763.239875
644.000000, 100, 155279.503106
641.000000, 100, 156006.240250
625.000000, 100, 160000.000000
617.000000, 100, 162074.554295
610.000000, 100, 163934.426230
623.000000, 100, 160513.643660
616.000000, 100, 162337.662338
626.000000, 100, 159744.408946
617.000000, 100, 162074.554295
625.000000, 100, 160000.000000
611.000000, 100, 163666.121113
627.000000, 100, 159489.633174
616.000000, 100, 162337.662338
624.000000, 100, 160256.410256
616.000000, 100, 162337.662338
624.000000, 100, 160256.410256
617.000000, 100, 162074.554295
624.000000, 100, 160256.410256
617.000000, 100, 162074.554295
645.000000, 100, 155038.759690
618.000000, 100, 161812.297735
632.000000, 100, 158227.848101
611.000000, 100, 163666.121113
628.000000, 100, 159235.668790
617.000000, 100, 162074.554295
621.000000, 100, 161030.595813
616.000000, 100, 162337.662338
625.000000, 100, 160000.000000
619.000000, 100, 161550.888530
649.000000, 100, 154083.204931
637.000000, 100, 156985.871272
608.000000, 100, 164473.684211
610.000000, 100, 163934.426230
593.000000, 100, 168634.064081
571.000000, 100, 175131.348511
620.000000, 100, 161290.322581
618.000000, 100, 161812.297735
621.000000, 100, 161030.595813
633.000000, 100, 157977.883096
619.000000, 100, 161550.888530
615.000000, 100, 162601.626016
612.000000, 100, 163398.692810
607.000000, 100, 164744.645799
604.000000, 100, 165562.913907
604.000000, 100, 165562.913907
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
606.000000, 100, 165016.501650
607.000000, 100, 164744.645799
605.000000, 100, 165289.256198
654.000000, 100, 152905.198777
607.000000, 100, 164744.645799
611.000000, 100, 163666.121113
605.000000, 100, 165289.256198
603.000000, 100, 165837.479270
522.000000, 100, 191570.881226
618.000000, 100, 161812.297735
617.000000, 100, 162074.554295
618.000000, 100, 161812.297735
619.000000, 100, 161550.888530
619.000000, 100, 161550.888530
617.000000, 100, 162074.554295
638.000000, 100, 156739.811912
617.000000, 100, 162074.554295
613.000000, 100, 163132.137031
615.000000, 100, 162601.626016
619.000000, 100, 161550.888530
616.000000, 100, 162337.662338
635.000000, 100, 157480.314961
617.000000, 100, 162074.554295
615.000000, 100, 162601.626016
578.000000, 100, 173010.380623
647.000000, 100, 154559.505410
619.000000, 100, 161550.888530
613.000000, 100, 163132.137031
580.000000, 100, 172413.793103
610.000000, 100, 163934.426230
608.000000, 100, 164473.684211
606.000000, 100, 165016.501650
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
606.000000, 100, 165016.501650
606.000000, 100, 165016.501650
604.000000, 100, 165562.913907
566.000000, 100, 176678.445230
632.000000, 100, 158227.848101
606.000000, 100, 165016.501650
606.000000, 100, 165016.501650
752.000000, 100, 132978.723404
608.000000, 100, 164473.684211
623.000000, 100, 160513.643660
614.000000, 100, 162866.449511
610.000000, 100, 163934.426230
609.000000, 100, 164203.612479
571.000000, 100, 175131.348511
608.000000, 100, 164473.684211
605.000000, 100, 165289.256198
610.000000, 100, 163934.426230
605.000000, 100, 165289.256198
657.000000, 100, 152207.001522
609.000000, 100, 164203.612479
629.000000, 100, 158982.511924
549.000000, 100, 182149.362477
624.000000, 100, 160256.410256
606.000000, 100, 165016.501650
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
604.000000, 100, 165562.913907
608.000000, 100, 164473.684211
608.000000, 100, 164473.684211
606.000000, 100, 165016.501650
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
610.000000, 100, 163934.426230
606.000000, 100, 165016.501650
625.000000, 100, 160000.000000
606.000000, 100, 165016.501650
626.000000, 100, 159744.408946
637.000000, 100, 156985.871272
632.000000, 100, 158227.848101
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
603.000000, 100, 165837.479270
617.000000, 100, 162074.554295
606.000000, 100, 165016.501650
606.000000, 100, 165016.501650
622.000000, 100, 160771.704180
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
603.000000, 100, 165837.479270
607.000000, 100, 164744.645799
605.000000, 100, 165289.256198
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
609.000000, 100, 164203.612479
606.000000, 100, 165016.501650
610.000000, 100, 163934.426230
609.000000, 100, 164203.612479
610.000000, 100, 163934.426230
604.000000, 100, 165562.913907
604.000000, 100, 165562.913907
626.000000, 100, 159744.408946
608.000000, 100, 164473.684211
622.000000, 100, 160771.704180
607.000000, 100, 164744.645799
563.000000, 100, 177619.893428
629.000000, 100, 158982.511924
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
609.000000, 100, 164203.612479
604.000000, 100, 165562.913907
621.000000, 100, 161030.595813
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
627.000000, 100, 159489.633174
616.000000, 100, 162337.662338
616.000000, 100, 162337.662338
611.000000, 100, 163666.121113
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
617.000000, 100, 162074.554295
614.000000, 100, 162866.449511
617.000000, 100, 162074.554295
607.000000, 100, 164744.645799
618.000000, 100, 161812.297735
616.000000, 100, 162337.662338
616.000000, 100, 162337.662338
639.000000, 100, 156494.522692
637.000000, 100, 156985.871272
636.000000, 100, 157232.704403
616.000000, 100, 162337.662338
622.000000, 100, 160771.704180
618.000000, 100, 161812.297735
620.000000, 100, 161290.322581
609.000000, 100, 164203.612479
622.000000, 100, 160771.704180
552.000000, 100, 181159.420290
610.000000, 100, 163934.426230
608.000000, 100, 164473.684211
610.000000, 100, 163934.426230
561.000000, 100, 178253.119430
631.000000, 100, 158478.605388
606.000000, 100, 165016.501650
611.000000, 100, 163666.121113
626.000000, 100, 159744.408946
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
631.000000, 100, 158478.605388
609.000000, 100, 164203.612479
606.000000, 100, 165016.501650
605.000000, 100, 165289.256198
614.000000, 100, 162866.449511
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
605.000000, 100, 165289.256198
610.000000, 100, 163934.426230
605.000000, 100, 165289.256198
609.000000, 100, 164203.612479
609.000000, 100, 164203.612479
608.000000, 100, 164473.684211
605.000000, 100, 165289.256198
608.000000, 100, 164473.684211
610.000000, 100, 163934.426230
602.000000, 100, 166112.956811
606.000000, 100, 165016.501650
605.000000, 100, 165289.256198
606.000000, 100, 165016.501650
612.000000, 100, 163398.692810
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
642.000000, 100, 155763.239875
632.000000, 100, 158227.848101
609.000000, 100, 164203.612479
606.000000, 100, 165016.501650
618.000000, 100, 161812.297735
789.000000, 100, 126742.712294
610.000000, 100, 163934.426230
613.000000, 100, 163132.137031
614.000000, 100, 162866.449511
615.000000, 100, 162601.626016
615.000000, 100, 162601.626016
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
609.000000, 100, 164203.612479
636.000000, 100, 157232.704403
619.000000, 100, 161550.888530
616.000000, 100, 162337.662338
617.000000, 100, 162074.554295
606.000000, 100, 165016.501650
615.000000, 100, 162601.626016
607.000000, 100, 164744.645799
609.000000, 100, 164203.612479
605.000000, 100, 165289.256198
609.000000, 100, 164203.612479
605.000000, 100, 165289.256198
616.000000, 100, 162337.662338
613.000000, 100, 163132.137031
611.000000, 100, 163666.121113
608.000000, 100, 164473.684211
606.000000, 100, 165016.501650
607.000000, 100, 164744.645799
581.000000, 100, 172117.039587
611.000000, 100, 163666.121113
609.000000, 100, 164203.612479
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
618.000000, 100, 161812.297735
628.000000, 100, 159235.668790
617.000000, 100, 162074.554295
608.000000, 100, 164473.684211
621.000000, 100, 161030.595813
609.000000, 100, 164203.612479
621.000000, 100, 161030.595813
607.000000, 100, 164744.645799
582.000000, 100, 171821.305842
618.000000, 100, 161812.297735
615.000000, 100, 162601.626016
616.000000, 100, 162337.662338
615.000000, 100, 162601.626016
616.000000, 100, 162337.662338
619.000000, 100, 161550.888530
618.000000, 100, 161812.297735
618.000000, 100, 161812.297735
615.000000, 100, 162601.626016
615.000000, 100, 162601.626016
614.000000, 100, 162866.449511
616.000000, 100, 162337.662338
612.000000, 100, 163398.692810
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
603.000000, 100, 165837.479270
608.000000, 100, 164473.684211
606.000000, 100, 165016.501650
610.000000, 100, 163934.426230
621.000000, 100, 161030.595813
606.000000, 100, 165016.501650
608.000000, 100, 164473.684211
608.000000, 100, 164473.684211
609.000000, 100, 164203.612479
621.000000, 100, 161030.595813
612.000000, 100, 163398.692810
617.000000, 100, 162074.554295
648.000000, 100, 154320.987654
577.000000, 100, 173310.225303
611.000000, 100, 163666.121113
607.000000, 100, 164744.645799
604.000000, 100, 165562.913907
609.000000, 100, 164203.612479
605.000000, 100, 165289.256198
607.000000, 100, 164744.645799
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
604.000000, 100, 165562.913907
607.000000, 100, 164744.645799
605.000000, 100, 165289.256198
608.000000, 100, 164473.684211
644.000000, 100, 155279.503106
605.000000, 100, 165289.256198
607.000000, 100, 164744.645799
606.000000, 100, 165016.501650
619.000000, 100, 161550.888530
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
582.000000, 100, 171821.305842
614.000000, 100, 162866.449511
612.000000, 100, 163398.692810
615.000000, 100, 162601.626016
613.000000, 100, 163132.137031
616.000000, 100, 162337.662338
605.000000, 100, 165289.256198
619.000000, 100, 161550.888530
640.000000, 100, 156250.000000
592.000000, 100, 168918.918919
617.000000, 100, 162074.554295
617.000000, 100, 162074.554295
614.000000, 100, 162866.449511
616.000000, 100, 162337.662338
614.000000, 100, 162866.449511
606.000000, 100, 165016.501650
630.000000, 100, 158730.158730
575.000000, 100, 173913.043478
618.000000, 100, 161812.297735
632.000000, 100, 158227.848101
608.000000, 100, 164473.684211
616.000000, 100, 162337.662338
614.000000, 100, 162866.449511
613.000000, 100, 163132.137031
616.000000, 100, 162337.662338
619.000000, 100, 161550.888530
615.000000, 100, 162601.626016
615.000000, 100, 162601.626016
618.000000, 100, 161812.297735
618.000000, 100, 161812.297735
621.000000, 100, 161030.595813
610.000000, 100, 163934.426230
622.000000, 100, 160771.704180
605.000000, 100, 165289.256198
608.000000, 100, 164473.684211
605.000000, 100, 165289.256198
608.000000, 100, 164473.684211
610.000000, 100, 163934.426230
607.000000, 100, 164744.645799
608.000000, 100, 164473.684211
607.000000, 100, 164744.645799
625.000000, 100, 160000.000000
614.000000, 100, 162866.449511
642.000000, 100, 155763.239875
616.000000, 100, 162337.662338
640.000000, 100, 156250.000000
617.000000, 100, 162074.554295
637.000000, 100, 156985.871272
617.000000, 100, 162074.554295
606.000000, 100, 165016.501650
652.000000, 100, 153374.233129
660.000000, 100, 151515.151515
686.000000, 100, 145772.594752
